OBJECTID,SITENAME,COMMSITEID,COMMTYPE,COMMSUBTYP,ACREAGE,LASTVISIT,DATA_METHD,DATA_SOURC,DATA_EQUIP,DATA_EDTR,DATA_DATE,ASSOCDATA,SPECIESDAT,COMMENTS,ELCODE,EONMBR,IS_QAQC,GPS_PDOP,GPS_HDOP,GPS_HRZPR,Group_legend,Centroid_X,Centroid_Y,COMLABEL,SHAPE_Length,SHAPE_Area
378,Fuller Mountain,0,Dry Subacidic Forest,Ash/Hickory Glade,3.42401965,,AerialPhoto Interpretation using GPS Field Data,Not Applicable,GPS Trimble ProXR,CT DEP NHS,, , , ,CT2G4A1000,0,True, , , ,Terrestrial Forested,800989.21958503,835499.21808794,DSF,1827.44955840522,-149150.296359945
379,Great Mountain Forest,1,Dry Subacidic Forest,Ash/Hickory Glade,0.61929356,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Great Mountain Forest Conservation Evaluation, 2000", , ,CT2G4A1000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Forested,861628.36667919,911019.19532851,DSF,655.154687017219,-26976.4276411076
380,Penwood State Park,0,Subacidic Rocky Summit Outcrop,Grassy Glade/Bald,0.05575631,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,,"Farmington Valley Biodiversity Project, 2002", , ,CT1A4A0000,0,True,5.1,2.6,1.471,Terrestrial Non-forested,991955.76547269,875984.00916543,SubRSO,188.465772852921,-2428.74523352802
381,Onion Mountain,4,Subacidic Rocky Summit Outcrop,Grassy Glade/Bald,0.03365684,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, , , ,CT1A4A0000,0,True,5,2.4,1.166,Terrestrial Non-forested,964715.72940169,874087.41289302,SubRSO,175.689022121994,-1466.09198211635
382,Onion Mountain,2,Subacidic Rocky Summit Outcrop,Grassy Glade/Bald,0.01786743,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, , , ,CT1A4A0000,0,True,5.8,2.9,1.489,Terrestrial Non-forested,964744.50427852,874459.11392127,SubRSO,161.014358111869,-778.305677062131
383,Onion Mountain,3,Subacidic Rocky Summit Outcrop,Grassy Glade/Bald,0.11079666,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, , , ,CT1A4A0000,0,True,6,3,1.405,Terrestrial Non-forested,964774.42646277,874348.34741051,SubRSO,334.886133101658,-4826.30272858845
384,North Branford Cedar Pond,2,Acidic Atlantic White Cedar Swamp,Cedar/Hardwood,9.14425434,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,scattered cedar in shrub thicket,CP2B2A3000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,992455.53842327,677547.00741818,AAWCS,3151.71898069917,-398323.719171028
385,West River,3,Intertidal Marsh,Salt Marsh,12.81473421,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1B1A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1022667.87202735,659675.20720385,IM,3307.63387259381,-558209.822236764
386,West River,2,Intertidal Marsh,Salt Marsh,54.47200037,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1B1A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1020904.93624878,659168.49430652,IM,10633.9469121961,-2372800.33615713
387,Farmington River Mouth,2,Floodplain Forest,Undifferentiated,46.3198762,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,"Acer saccharinum/Boehmeria sensibilis; Acer saccharinum/Onoclea sensibilis; Platanus occidentalis-Acer negundo temporally flooded forests; Acer saccharinum/Ageratina altissima", ,CT2B1A0000,2,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1031709.69121402,865775.70051385,FF,10205.4785974888,-2017693.80744705
388,Farmington River Mouth,1,Floodplain Forest,Undifferentiated,177.19862614,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000,2,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1030017.78416477,863930.54278685,FF,46642.0498681428,-7718772.15490171
389,Rocky Hill Meadows,1,Floodplain Forest,Low Floodplain,341.50325274,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,"Acer saccharinum-Populus deltoides temporarily flooded forest types; From note - may also include Quercus palustris-Fraxinus pennsylvanica temporarily flooded forest", ,CT2B1A0000,11,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1033714.61371335,805027.73802052,FF,87637.593911292,-14875881.6895354
390,Rocky Hill Meadows,2,Floodplain Forest,Low Floodplain,2.35349069,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,"Acer saccharinum-Populus deltoides temporarily flooded forest types; From note - may also include Quercus palustris-Fraxinus pennsylvanica temporarily flooded forest", ,CT2B1A0000,11,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1033984.07314819,808946.09698168,FF,2136.64283304583,-102518.054753451
391,St Johns Ledges,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.23539339,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"very steep bald - deciduous woodland complex; unkonw if/how much scrub oak",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,807555.74582202,837332.88174343,AcRSO,432.763926953857,-10253.7363266461
392,The Bar,0,Beachshore,Salt,9.71755495,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,15,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1154592.39098619,679341.31321276,B,12180.8959616501,-423296.69401803
393,Barrier North of Waterford Island,2,Beachshore,Salt,2.97993772,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,16,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1158025.32539327,677346.30834451,B,6755.10154496509,-129806.08725764
394,Barrier North of Waterford Island,1,Beachshore,Salt,0.67156842,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,16,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1157456.28191194,678545.6074551,B,909.211094638159,-29253.520690805
395,Goshen Cove,0,Beachshore,Salt,15.93614299,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,18,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1172966.73153402,671317.95983693,B,9841.94449812635,-694178.388900607
396,Bluff Point/Bushy Point Beach,0,Beachshore,Salt,21.06359663,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,20,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1194143.04744902,677902.84627343,B,9927.03556908628,-917530.269281533
397,Crowleys Corner,0,Subacidic Rocky Summit Outcrop,Scrub Oak,2.72348047,,Aerial Photo Interpretation,CT 1990 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Farmington Valley Biodiversity Project, 2002",one section on brow of summit w/ Q. ilicifolia thicket,"pristine open woodland+shrubland on steep ledges, not much human use, no invasisves, intact lichen",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,967444.36075544,853618.65789885,SubRSO,2492.52902457416,-118634.809671945
398,Short Beach,0,Beachshore,Salt,19.76452171,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,23,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,900995.6931281,620008.95385935,B,7916.49982382914,-860942.566047001
399,Stonington Ram Point,0,Beachshore,Salt,2.60488943,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,22,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1212407.47811168,681344.84102985,B,3289.88715992943,-113468.983628921
400,Farmington River,0,Floodplain Forest,High Floodplain,0.62646516,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,973369.09529702,827467.6659096,FF,919.345126836423,-27288.8227240035
401,Farmington River,0,Floodplain Forest,Low Floodplain,0.71914769,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,971512.16856469,828707.37832519,FF,1249.04442153876,-31326.0734639916
402,Farmington River,0,Floodplain Forest,Low Floodplain,0.84705959,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,970289.06733636,822232.3200811,FF,915.444571428693,-36897.915786921
403,Farmington River,0,Floodplain Forest,Low Floodplain,3.12126984,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,970395.47230728,823864.7794146,FF,2248.60421283255,-135962.514444095
404,Farmington River,0,Floodplain Forest,Low Floodplain,0.93069046,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,977491.04669877,824513.72070202,FF,1269.28038682004,-40540.8768400544
405,Manitook Lake Bogs,2,Poor Fen,Dwarf Shrub,4.19629912,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CP2C2A0000,8,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,988397.95664344,917763.79568444,PF,5116.8080559824,-182790.790088346
406,Robbins Swamp Wildlife Area,2,Circumneutral Northern White Cedar Swamp,Cedar/Hardwood,131.01953956,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CP2B1A1000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,837631.08002819,920740.33533501,CirNWCS,17064.8125501067,-5707211.14324611
407,Green Falls Bog,0,Acidic Atlantic White Cedar Swamp,Cedar/Hardwood,2.22812889,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CP2B2A3000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1262138.75889827,762897.61165101,AAWCS,1471.82840372971,-97057.2948020132
408,Ledyard Center Cedar Swamp,0,Acidic Atlantic White Cedar Swamp,Cedar/Hardwood,8.36990274,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,"mostly Acer rubrum w/ mixed age Chamaecyparis thyoides;Pinus strobus at edges;Clethra alnifolia;Berberis thunbergii,Celastris orbiculata,Cynanchum","mostly red maple; invasives at upland border",CP2B2A3000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1198689.46355303,721917.66014652,AAWCS,2846.62810605242,-364592.963529517
409,Assekonk,1,Acidic Atlantic White Cedar Swamp,Cedar/Hardwood,28.2005957,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CP2B2A3000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1236564.50656919,717786.43415701,AAWCS,6119.18730599896,-1228417.94871963
410,"Eight Mile River West, Subacidic Forest",0,Dry Subacidic Forest,Ash/Hickory Glade,5.53832554,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Eight Mile River Wild and Scenic Study, 2003", ,Carya glabra - Fraxinus americana forests assoc,CT2G4A1000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Forested,1110156.36338861,715404.44581076,DSF,2798.77723869139,-241249.460637373
411,Southington Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,4.13622952,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"scrubby mixed woodland-steep open ledge-bald complex; can't tell how much of evergreen component is pitch pine",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,950173.5475281,782605.80222143,AcRSO,3579.47829481189,-180174.158221889
412,Southington Mountain,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.05964628,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , , ,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,947168.47611044,773411.07684451,AcRSO,205.472544036699,-2598.19196385097
413,Southington Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,7.06262949,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,scrubby decdiuous woodland-scrub oak scrub-bald complex,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,947292.94141268,774237.1030796,AcRSO,2774.16674399208,-307648.140783987
414,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.82069467,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"bald-scrub complex; scrub oak probably present",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,912253.16339527,727003.42294085,AcRSO,728.415242037503,-35749.4600085738
415,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.36083891,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,scrubby deciduous woodland-bald complex,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,918709.70888111,726499.59323985,AcRSO,757.830204913812,-15718.1432491804
416,Mount Riga,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.18195398,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?mixed woodland on outcrop, ; cant see anything that looks a lot like scrub oak",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,808585.10760843,927098.92826084,AcRSO,345.696883543076,-7925.91559405415
417,Mount Riga,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.40892555,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?deciduous woodland; cant see anything that looks a lot like scrub oak; might be ash-hickory instead",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,808617.58818653,927565.3279186,AcRSO,551.659679853469,-17812.7973663146
418,Mount Riga,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.48530084,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?deciduous woodland on steep ledges;; cant see anything that looks a lot like scrub oak; might be ash-hickory instead",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,808829.08513885,926161.38945351,AcRSO,616.532928101358,-21139.7048343077
419,Lions Head,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.54293571,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"bald with a couple of evergreen trees, maybe also with scrub oak, but looks grassy",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,810351.87900927,928967.5180276,AcRSO,642.984956809095,-23650.2795961863
420,Lions Head,0,Acidic Rocky Summit Outcrop,Scrub Oak,1.75544156,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,possible scrub oak present,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,810339.59163227,928673.04551944,AcRSO,1203.99946320922,-76467.0343740496
421,Lions Head,0,Acidic Rocky Summit Outcrop,Scrub Oak,4.26645453,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,includes heath and woodland,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,810651.8639736,928226.52836784,AcRSO,2216.1790567632,-185846.75961374
422,Lions Head,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.55998532,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"deciduous woodland - bald complex; might be ash-hickory instead",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,809027.65593594,930719.4200356,AcRSO,617.080898587356,-24392.9606919869
423,NE Riga Plateau,0,Acidic Rocky Summit Outcrop,Scrub Oak,1.80234306,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,scrub oak scrub w/ scattered deciduous trees & trace of bald,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,808260.36121068,935362.54756034,AcRSO,1561.71250698441,-78510.0638258813
424,Pine Swamp,0,Acidic Red/Black Spruce Basin Swamp,,46.04427505,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, ,"Picea rubens, Pinus strobus,Bazzania, Viburnum nudum var. cassinoides","Swamp forest w Red spruce assoc to codominant; but probably not entire polygon; check w Chris Mangels",CP2B2A4000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,807421.62437111,849453.96084769,AcR/BSS,8650.04521830188,-2005688.62161469
425,Spruce Swamp,0,Acidic Red/Black Spruce Basin Swamp,,54.87499072,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"All forest, Picea rubens swamp re Mehrhoff 1988 report w/ no map, diigitized based on aerials, Picea pointy, Tsuga&Pinus round-topped; less sure of NE lobe of swamp",CP2B2A4000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,837599.18311035,849249.4333696,AcR/BSS,9704.19810437139,-2390354.59593027
426,Goshen Wildlife Area,0,Acidic Red/Black Spruce Basin Swamp,,9.92040712,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"All forest, with Picea rubens assoc tree, in parts codominant, of/w Tsuga-dom",CP2B2A4000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,865949.07162043,892097.34734551,AcR/BSS,3005.97675466323,-432132.93427866
427,Cold Spring Brook Barrier,0,Beachshore,Salt,0.53070892,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,undergoing significant erosion,CE1C1A0000,25,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1091405.58232069,662640.00836084,B,943.75307456222,-23117.680745461
428,Lantern Hill,1,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.36209378,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, ,need to add field data,,CT1A2A0000,0,True,5.6,4.2,0.674,Terrestrial Non-forested,1220806.91767761,729643.94620309,AcRSO,681.099638091456,-15772.8054300459
429,Lantern Hill,2,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.19634641,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, ,need to add field data,,CT1A2A0000,0,True,5.5,2.3,0.548,Terrestrial Non-forested,1220915.86201352,729551.82794901,AcRSO,374.201550834125,-8552.84998437301
